"14-3-3_beta","14-3-3_epsilon_Caution","14-3-3_zeta","4E-BP1","4E-BP1_pS65","4E-BP1_pT37_T46","4E-BP1_pT70","53BP1","A-Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl-a-Tubulin (Lys40)_Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha-Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin 1","Annexin_VII","AR","ASNS","ATM","B-Raf_Caution","B-Raf_pS445","Bad_pS112","Bak_Caution","Bap1 c-4","Bax","Bcl-2","Bcl-xL","Beclin_Caution","beta-Catenin","beta-Catenin_pT41_S45","beta Actin_Caution","Bid_Caution","Bim(CST2933)","Bim(EP1036)","BRCA2_Caution","c-Jun_pS73","c-Kit","c-Met_Caution","c-Met_pY1235","c-Myc_Caution","C-Raf(BD610151)_Caution","C-Raf(MP05-739)","C-Raf_pS338","Caspase-7_cleavedD198_Caution","Caspase-8_Caution","Caveolin-1","CD20 _Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di-Ras3_Caution","DJ-1","Dvl3","E-Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER-alpha","ER-alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS-1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK-3-BETA_Caution","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4(BetIHC-00108)_Caution","MEK1","MEK1_pS217_S221","MIG-6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin IIa pS1943","N-Cadherin","N-Ras","NDRG1_pT346","NF-kB-p65_pS536_Caution","NF2_Caution","Notch1","P-Cadherin_Caution","p14 Arf(BetA300-340A)_Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38 alpha MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62 Lck ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI-1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K-p110-alpha_Caution","PI3K-p85","PKC-alpha","PKC-alpha_pS657_Caution","PKC-delta_pS664","PKC-pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1-2-3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP-2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5-alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB-1","YB-1_pS102"
0.029073,0.541039,0.077468,0.887367,1.040448,1.199917,0.559923,0.38304,-0.059493,0.468757,1.013857,0.40652,0.387709,-0.194445,1.420106,1.281463,0.869602,-0.535778,-0.387802,-0.266974,-1.326533,-0.213541,0.020029,-0.256766,1.032756,0.844679,0.666422,-0.262909,0.189207,0.120144,-0.005128,1.727815,-0.365095,0.123468,-0.657304,-0.029162,-0.006108,-0.177173,1.340365,1.032021,-0.069904,-0.014616,0.910831,-0.005532,-0.014994,-0.569478,1.354685,0.997858,-0.087121,-0.430582,-0.551582,-2.691671,-0.15939,0.272366,-0.625884,-0.436651,0.970973,0.067488,0.165141,-0.015785,0.102385,-0.047215,-0.685492,0.332019,-0.615374,0.103651,0.50268,0.202859,1.152097,0.341489,1.06016,-0.41451,-0.693568,-1.279313,-0.571484,-0.018385,0.143639,0.189252,0.526529,0.347068,0.225927,0.313854,-0.533694,-0.133209,-0.036818,1.087772,0.356227,0.153361,-0.927462,-0.162734,1.902037,-1.217427,-0.38967,0.898982,0.267131,-0.477117,-0.203555,-1.590673,-0.79707,-0.879809,0.044072,0.550727,0.148399,3.024292,0.434882,-0.458323,-0.104784,-0.338373,-0.194022,0.409043,-0.774944,0.002731,-0.566849,-0.009049,-0.078238,-0.430197,-0.165387,0.11436,1.015727,0.951083,0.55302,0.251166,-0.28602,-1.459757,0.191257,0.201406,0.195603,-1.341666,-0.13358,-0.590209,0.898634,1.484165,-0.961588,0.412696,0.299726,-0.023995,-0.119841,-0.186012,-0.793209,-0.340727,-1.396171,0.418168,0.372229,0.057857,-0.101128,0.046207,-0.486578,0.300589,-1.570238,-0.12152,0.468654,0.233064,0.418567,-0.025343,-0.08133,0.215484,-0.333964,0.74391,0.675988,0.123115,0.02973,-1.062047,0.066188,-0.029279,-0.020038,0.071797,0.067425,0.340027,0.037753,-0.222129,0.411737,-0.87095,0.751536,-0.161697,-0.23304,-0.141777,0.348916,-0.26701,-0.052964,-0.086667,0.135124,0.515327,-0.145357,-0.313109,-0.136712,0.472559,-0.389247,1.012112,-0.070821,0.287708,-0.46901,-0.11697,-0.156553,-0.513666,0.384772,1.343385,3.876771,-0.625271,-0.775673,-0.588603,-0.275123,-0.036933,0.825114,0.357735,-0.185805,0.593113,-0.6577,0.484045,-0.156004,-0.072487,-1.225276,-3.111796,0.062243,-0.598045
-0.133127,0.045612,0.433307,1.152602,1.297104,1.374895,0.192133,0.348398,-0.013894,1.078078,0.991572,-0.250823,0.001487,-0.255457,0.249771,3.481353,1.493419,-0.995787,0.057482,1.029885,-2.078445,0.026966,0.24561,1.397043,0.328169,0.749257,0.44854,0.189468,0.281431,0.275185,-0.126348,1.302578,-0.387405,0.107518,-1.583022,-0.177651,-0.193221,-0.176821,-0.849211,-0.391742,-0.203317,-0.521263,-0.308872,0.068029,0.163813,-0.333729,1.066661,0.722061,0.444358,0.108129,-0.045597,-1.566393,-0.123085,0.082165,-0.52969,0.238719,-0.088611,0.164516,0.333132,0.04198,0.226018,0.301239,-0.245879,0.863569,-0.242602,-0.446085,0.118775,-0.270975,0.355078,0.961585,0.371898,-0.047895,-0.197435,-0.353986,-0.684936,0.099855,0.170718,-0.283713,0.08993,0.453383,0.023045,0.075709,-0.117225,0.297958,-0.98771,1.378227,-0.404649,0.068526,-0.424713,-0.34976,1.383309,0.266666,0.834943,0.761698,0.957066,1.387479,1.250958,-0.409301,-0.543364,-0.686013,0.152485,-0.272642,-0.128664,1.647396,-0.143658,0.030927,0.186696,-0.323055,0.174554,0.727718,-0.538405,-0.714574,-0.508931,0.137174,0.182448,-0.098814,0.570328,0.035838,-0.456615,-1.705483,0.545401,0.4562,-0.640214,-1.393754,-0.408464,-0.156297,0.614019,-0.899316,1.196244,-0.923196,-0.207929,2.61613,-0.01473,-0.678204,0.063083,0.326694,-0.153219,-0.197176,-0.770389,0.746109,-0.390038,0.173554,0.319525,0.347963,0.230842,-0.129391,-0.029167,0.307386,-0.547435,-0.14523,1.294701,0.355816,0.696124,-0.109327,-0.060748,0.449586,0.165004,-0.314053,-0.558256,-0.231224,0.265705,-1.198121,0.437627,0.711514,-0.789107,-0.328117,-2.518615,-0.419787,-0.068007,0.192051,0.559305,-0.795391,1.291523,-0.465956,0.611986,0.411197,0.62766,0.564688,0.173624,-0.166257,-0.145736,0.085548,-0.740767,-0.864331,-0.039292,0.297875,-0.49609,-0.035108,0.267675,-0.742231,-0.410662,0.240637,-0.148952,0.074793,0.190141,0.603412,2.538599,-0.541594,-0.982182,-0.034339,-0.174342,0.576727,0.283654,0.671206,0.478629,-0.540244,-0.556384,-0.437663,0.189734,0.142085,-1.446466,-2.325356,0.015912,0.602599
-0.17581,0.209039,-0.280332,-0.116486,0.743276,0.2017,-0.162029,0.668588,-0.60139,0.861106,0.941392,0.398096,-0.033566,-0.242054,0.863387,2.647128,2.419881,-0.275872,0.074862,0.224292,-1.415097,-0.412934,2.21637,-0.059632,0.937375,0.735785,0.358463,-0.266996,0.095308,0.346014,0.415418,1.890009,-0.532312,-0.072027,-0.064385,-0.123452,-0.707339,-0.061076,0.449097,0.521745,-0.21817,0.050992,2.386017,-0.307666,0.038957,-0.127913,0.851203,0.335742,0.097994,-0.017444,-0.720314,-0.540019,-0.065161,0.145212,0.552927,-0.345116,0.732908,0.190061,-0.388834,-0.242659,0.010446,-0.321741,0.211358,0.141066,-0.477498,0.755128,0.362943,0.045958,-0.067634,0.409714,-0.224183,-0.619204,-1.145599,-1.307409,-0.689904,-0.028841,-0.173034,-0.075401,-0.120264,0.215986,-0.325928,0.010166,-0.511118,0.366172,0.489115,0.152911,0.031154,-0.085703,-0.759607,-0.311296,1.569794,-0.201712,-0.560903,1.378522,0.849391,0.695059,1.172929,-1.71142,-0.73765,-0.897531,0.056199,0.250068,0.223601,1.800731,0.143526,-0.289457,-0.425557,-0.288472,-0.558404,0.253355,-1.019509,0.342553,-0.228323,0.112022,-0.327007,-0.643238,-0.07363,0.024962,0.895713,1.242347,0.546834,0.222716,-0.005347,-1.165178,0.338395,-0.033402,-1.024578,-0.323528,-0.10842,-0.307321,-0.67818,0.902022,-0.489132,0.394187,0.114648,0.037341,0.181445,0.425134,-0.535371,-0.055854,-1.316597,0.485981,0.974496,0.000271,0.197556,0.121687,0.829918,0.180558,0.213839,0.501023,0.033992,-0.08334,0.046109,-0.127781,-0.322855,0.098091,-0.17186,-0.185346,0.09355,-0.33151,-0.640356,-0.151505,-0.075982,0.081957,-0.521104,0.649033,-1.897651,-0.210846,-0.171023,0.269574,0.523676,-0.774403,-0.915616,-0.017699,-0.133121,0.080255,0.070262,-0.765297,-0.306247,-0.12203,-0.026336,0.160641,-0.36733,0.523219,-0.030341,0.300865,-0.002275,0.457185,-0.035217,0.527719,0.408946,0.991369,0.860262,1.087049,0.277272,1.131317,3.676944,-0.492951,-0.772926,-0.297499,-0.34191,0.186397,2.091216,0.674201,0.824393,0.007993,-1.799055,0.306585,-0.390117,0.641981,-0.885458,-2.123514,-0.219558,-0.191496
-0.062682,0.262415,0.712827,1.080592,0.663406,1.034554,0.722793,0.631951,-0.185852,0.702487,1.205811,0.018621,0.25834,0.312226,-0.160561,-1.159102,-0.787098,-0.244628,-0.029556,-0.053395,-0.893593,-0.388429,-0.282534,1.419189,0.855655,1.010653,0.468772,0.069099,0.035752,0.351338,0.418157,2.016292,-0.654196,-0.001226,-1.183691,-0.355996,-0.697091,-0.197891,1.413423,1.075843,-0.050648,-0.07516,1.410927,0.069521,0.035482,0.240771,0.34734,-0.053199,-0.116368,1.233984,-0.541953,-2.175241,-0.083386,0.131737,0.27658,-0.432475,0.53986,0.205141,0.437501,0.35708,0.127778,-0.590402,-0.348887,-0.068761,-0.497073,-0.534654,0.742097,-0.007771,0.557026,0.161189,-1.185051,-0.200199,0.439468,0.633391,-0.313889,0.015562,0.24483,0.080674,0.042163,0.023875,-0.083063,-0.430516,-0.58656,0.816861,-1.218927,1.003292,0.316526,0.097166,-0.548116,-0.180593,-0.878532,-1.135245,-0.470654,0.344256,-0.021417,0.057366,0.26161,-1.479354,-0.536642,-0.710032,-0.180188,0.172962,0.294436,1.068208,0.117442,-0.298642,-0.401149,-0.566102,-0.209825,0.161058,-1.079605,0.220724,-0.278396,-0.031745,-0.448472,-0.629412,0.23494,0.156214,1.303922,1.537168,0.397428,0.130819,-0.198518,-1.987174,0.14851,0.162241,0.058201,-0.627227,-0.413912,0.55793,-0.104906,1.271293,-0.563716,0.626133,0.249638,0.110898,-0.243693,-0.375908,-0.826272,-0.339473,-0.472168,0.487329,0.744505,1.034187,0.016593,-0.267235,-0.179128,0.345794,-0.627197,0.350792,1.666043,0.382303,0.442479,-0.314859,-0.239482,-0.209034,-0.376461,-0.145743,-0.098734,-0.235686,-0.316525,0.136126,0.062403,0.105024,0.118291,0.267178,0.422317,0.030993,0.361989,0.14467,0.068439,-0.509537,-0.415811,0.339181,0.132686,0.344621,1.509373,-0.486237,-0.202784,-0.22686,0.087947,0.373611,-0.270974,-0.477899,-0.418327,0.270353,-0.160346,0.112506,-0.06795,-0.844539,-0.432332,-0.895313,-0.227169,-0.37667,-0.860877,1.217171,-1.41424,-0.275853,-0.597612,-0.400066,-0.277257,0.083207,0.447544,0.09959,0.012693,0.28671,-1.648369,3.536322,-0.257555,0.301024,-0.403826,-1.713449,-0.157011,-0.008662
0.050797,0.032122,-0.392116,-0.139527,-0.018713,-0.305327,-0.01305,0.257471,0.204702,0.834593,0.789299,0.551404,0.037911,0.478668,-0.038382,0.333231,0.196243,0.260653,1.069698,1.486441,0.373906,0.167709,0.741386,-0.79039,0.274203,-0.529532,0.174837,0.129128,-0.075808,-0.235168,-0.290994,-0.395797,0.009891,0.205539,-0.135902,-0.002867,-0.507716,-0.089669,0.241308,0.130103,0.064184,-0.313537,0.799679,-0.16491,-0.06781,-0.717587,0.00106,-0.169931,0.137413,0.042007,-0.057353,3.009056,-0.10643,0.264933,-0.181951,-0.087716,-0.230779,-0.127974,-0.46923,-0.053982,0.263752,0.354519,-0.252002,-0.771165,-0.11687,-0.085198,-0.260044,0.010824,-0.037546,0.003659,0.992919,-0.391917,0.858962,0.38205,1.017713,0.118925,-0.312446,0.306236,0.302582,-0.04093,-0.17683,0.207821,-0.276635,-0.060796,0.857114,-1.022817,-0.3263,-0.112608,-0.617748,1.118935,-0.242343,1.048536,-0.018216,0.297612,-0.267726,0.009938,0.403813,-0.352452,0.309916,-0.06814,-0.082157,0.277755,-0.241196,-0.228827,-0.01026,-0.319498,-0.141239,0.851587,0.494643,-0.760194,-0.117656,2.062208,-0.196371,-0.348575,0.238954,0.851634,0.465736,0.124452,0.00967,-0.433459,0.032614,-0.115312,-0.213468,-0.187332,0.402513,0.012487,1.399789,0.131734,-0.430275,-0.029069,0.377815,-0.743008,0.049682,0.190686,-0.071436,0.032837,-0.189417,-0.171076,0.667123,0.669534,1.945981,-0.493717,0.027965,0.14102,0.265167,1.551557,-0.61421,-0.042123,0.071822,-0.658473,1.198508,0.293098,0.507998,0.311226,-0.124281,0.231186,0.174576,0.429844,0.845196,-0.001663,0.968613,-0.126318,0.219886,-0.140792,-0.177049,-0.225952,-0.417531,0.036559,0.151453,-0.501201,-0.235571,-0.285269,-1.382292,-0.315878,-0.484288,-0.064319,0.269059,0.447235,0.013243,0.727523,0.973724,-0.370086,0.702166,0.300374,-0.285843,-0.088636,-0.243828,-0.073846,-0.23861,0.661197,-0.116626,0.665075,0.641632,0.028324,-0.150434,-0.093839,-0.573146,0.827238,0.181431,0.891554,1.119894,0.666989,-0.266935,0.556264,0.006186,-0.067188,0.484619,-1.479709,-0.135739,-0.174918,1.453403,2.107554,-0.184879,0.63012
0.073408,-0.029052,-0.389751,-0.151867,0.32292,-0.486397,0.281575,0.378139,0.178605,0.026658,-0.025454,0.606714,-0.091896,0.089048,-0.305602,-0.282982,0.012347,0.243033,-0.077007,0.118441,0.528428,-0.082684,1.374517,-0.93324,0.308491,-0.293231,-0.086396,-0.141261,-0.056335,0.219636,-0.291697,-0.440414,0.043026,-0.329917,1.167068,0.257945,1.060645,-0.013221,-0.405536,-0.251493,0.038988,0.215876,-0.458325,-0.032056,-0.186675,1.188865,0.245491,0.11156,-0.026138,-0.002012,-0.296811,2.571254,0.319652,0.04663,1.70639,-0.097766,-0.098764,0.128161,-0.249795,-0.026648,0.047587,-0.406055,-0.03621,-0.02191,0.168136,0.159948,0.023443,-0.057217,-0.228124,0.034078,-0.446513,0.676938,0.604614,1.24143,0.473976,-0.016201,-0.089842,4.889086,-0.035821,0.039759,0.027866,-0.010621,0.582548,0.058939,1.149772,-0.247838,-0.365028,-0.142194,1.156133,1.619842,-0.269728,0.909366,0.066208,-0.907065,-0.250479,0.142894,-0.136265,0.346777,0.192806,-0.431844,-0.056004,0.119762,0.234515,-0.297051,-0.112249,-0.225127,-0.228539,0.040045,0.068201,-0.419998,-0.228242,-0.228993,1.551938,0.092492,0.357032,0.279804,-0.0024,0.140184,-0.205463,-0.201621,-0.620545,-0.052643,0.308102,0.229025,0.840813,-0.094467,-0.165395,0.563394,0.413479,0.248181,-0.079519,3.094772,0.316203,-0.205548,-0.057023,-0.020204,-0.304538,-0.035198,0.225508,-0.640194,0.724429,-0.108059,0.300643,-0.449786,-0.117133,0.288859,2.282593,-0.086962,0.087143,-0.712853,-0.911364,-0.236966,-0.390351,-0.246557,0.552835,-0.449889,-0.468649,1.182293,1.490001,0.139394,0.29591,-0.509126,-0.003687,0.021769,0.57164,0.139857,-0.564827,-0.275212,-0.566555,-0.184516,-0.056624,-0.496857,-1.096115,-0.029517,0.281545,0.043939,-0.797331,0.91831,0.839423,-0.071765,0.074904,-0.270079,0.28659,-0.123611,0.069394,0.076291,0.465553,-0.166362,0.421133,1.348773,0.072259,0.973142,0.088382,0.21867,0.427951,-0.452362,-2.745764,0.162257,0.894454,-0.201657,1.951738,-0.641469,0.619571,-0.546153,-0.269647,-0.78971,0.471495,-0.336914,0.500304,-0.352395,-0.34098,-0.230176,-0.002735,0.614107
-0.235987,-0.142933,0.190489,0.140945,-0.748358,0.326792,0.100723,-1.307417,0.189272,1.063384,1.097478,0.357246,0.395655,0.072152,-0.421745,0.975627,0.518041,-0.117129,0.111322,-0.421723,0.913581,0.188139,0.333033,1.208885,-0.104511,0.285377,-0.021359,0.013864,-0.108581,-0.24146,0.201037,0.098603,-0.023577,0.014253,-0.303316,0.206301,-1.029748,-0.163308,-0.014933,-0.172539,0.2239,-0.004638,-0.040303,0.122582,-0.094348,-0.528057,0.073815,-0.214509,0.042325,-0.086992,0.198209,-2.10484,-0.106839,0.517496,-0.051209,1.320939,-1.040178,-0.12238,-0.244284,-0.145356,0.396687,0.293408,-0.518237,-3.136576,-0.352912,-0.425315,-0.307893,0.059112,0.255685,-0.450417,2.83644,-0.727847,-0.979006,-0.721289,-0.213791,-0.232751,0.038569,0.279966,0.571847,-0.0253,-0.152217,-0.84408,-0.352568,0.254934,-0.855321,-1.678677,0.025173,0.067992,-0.282372,2.511416,0,1.433906,-0.184008,-0.168254,-0.229512,0.724314,0.050425,-0.756755,-0.410841,0.726257,-0.186088,0.352644,0.250826,-0.502174,0.602494,0.025393,0.102649,-0.184738,-0.353866,0.206373,0.744517,0.296903,0.394127,-0.173475,-0.017382,0.089115,0.347864,0.047642,-0.623316,-1.157309,-0.141785,-0.261006,-0.24867,-0.356655,-0.351294,0.260618,0.048849,0.704161,-0.343915,-0.149701,-0.098529,-0.552067,0.369872,0.418048,0.320324,0.215717,0.065728,0.196731,-0.003632,-0.214677,0.611327,-1.005817,-0.569162,0.028543,0.170599,0.581721,1.082383,0.000697,-0.71941,-0.490387,0.658559,-0.115251,-0.107472,-0.480858,-0.178429,-0.146311,-0.873923,-0.155848,-0.190849,-0.260717,0.215837,-0.574275,0.234562,-0.089476,0.564947,0.439428,-0.312566,0.834191,-1.030961,-0.511699,-0.221738,-0.48289,-1.328117,-0.050518,1.181351,0.45314,0.16979,0.238839,-0.925366,0.498819,0.340829,-0.231479,0.392204,0.081277,0.067113,-0.153399,-0.338687,0.278975,-0.098273,0.620089,1.127993,0.862197,0.305916,0.391186,0.637157,-0.490235,0.626511,-0.404714,-0.452396,1.10923,1.119559,-0.584127,-0.513585,-0.451629,0.209027,0.606941,0.01778,0.828554,0.053193,-0.597732,-0.18302,0.351272,0.300812,0.380647
0.114976,-0.091958,0.191786,-0.65378,-0.562355,-0.947171,-0.267526,-0.314944,-0.121651,0.648568,0.966475,0.302327,0.374386,-0.064697,-0.651634,0.022835,-0.515177,-0.100721,0.333287,-0.643923,0.724363,-0.061179,-0.043049,-0.744894,-0.04513,-0.771656,-0.166525,0.031146,-0.051536,-0.368316,-0.332371,-0.007839,-0.057965,0.160739,-0.623695,-0.174145,0.639094,0.046677,0.332936,0.327844,0.456059,-0.245211,0.073464,0.016791,-0.012128,-0.109905,-0.205628,-0.159698,-0.04926,-0.327462,0.164116,1.095366,-0.046207,0.065186,0.33999,0.026276,-0.406869,-0.200065,-0.368784,-0.06896,0.308323,0.111455,-0.275158,-1.122532,0.185086,0.795607,-0.458462,0.071436,0.402684,-0.210938,2.392364,-0.036817,0.905802,1.401374,0.401402,-0.094044,0.080304,0.095565,0.215928,-0.112095,0.011197,-0.359265,-0.11057,0.864475,0.897546,-0.89003,0.421237,0.053351,-0.379951,2.047979,-0.195051,-0.228084,0.400037,0.109099,0.127485,0.337297,0.264671,0.046692,-0.05533,0.031977,-0.068286,0.351365,-0.056905,-0.185848,0.090326,0.137669,0.161338,-0.307882,-0.350766,-0.301659,-0.29381,1.338936,0.160184,-0.272061,0.102453,0.701739,1.266648,0.036168,-0.24897,-0.72652,0.521405,0.311449,-0.020053,-0.819235,-0.014588,0.288761,1.47687,0.307919,-0.102039,-0.076602,0.050119,-0.656786,0.394377,0.368947,0.119936,0.001716,0.046,0.058032,0.414112,0.33431,0.481675,0.045415,-0.212427,0.244572,0.02919,0.802849,1.486207,-0.060713,0.017575,-0.60461,1.299837,0.060819,0.113787,0.098332,0.044788,0.176905,0.536742,-0.654642,-0.721714,-0.178754,0.291702,-2.122961,0.122444,-0.079411,0.744592,0.276221,0.38678,0.309507,-0.22255,-0.712789,0.220356,-0.207138,-1.190407,-0.4941,-0.334941,-0.20161,0.303009,0.097063,0.0262,-0.063979,0.683873,-0.242807,0.160432,-0.265304,-0.026894,-0.08618,-0.062303,0.006261,-0.062886,0.0814,-0.395634,-0.436111,1.24066,1.82915,0.316696,-0.153796,-1.312016,0.807607,-0.774307,0.042741,2.539462,0.484151,-0.157544,0.143292,-0.32555,0.211693,1.379003,-0.597465,-0.019761,-0.191949,0.127339,0.14227,-0.068809,0.060964
0.068757,0.066179,0.208101,-0.153875,-0.12269,-0.142888,-0.229542,0.49175,-0.334215,-0.220654,-0.264947,0.785684,0.050195,-0.310362,0.524188,2.130845,1.06554,-0.297042,0.310898,0.014254,-0.663698,-0.949311,-0.123996,0.119225,-0.153021,-0.373792,0.233399,-0.125268,-0.059191,-0.272913,-0.066232,-0.60352,0.429483,-0.167326,0.333218,-0.114357,0.072952,0.124406,-1.103604,-0.804706,0.391818,-0.349994,2.096924,0.060328,-0.293204,-0.438074,-0.131982,0.476666,0.007151,-0.115816,-0.275321,3.582687,-0.165341,-0.152809,-0.49616,0.160938,-0.217631,-0.053269,-0.267118,0.023867,0.133796,0.714295,0.008771,-0.29367,0.015589,-0.00421,0.235737,-0.04511,-0.234682,0.438658,1.639593,-0.108098,-0.583586,1.147626,0.692431,0.036862,-0.558047,-0.519027,-0.200547,-0.127728,-0.01335,-0.09416,0.145985,0.584716,3.170805,-0.623921,-0.001481,0.083203,-0.049399,0.885162,-1.046416,1.475238,0.462101,0.33184,0.23388,0.578048,0.708521,0.965149,0.890497,-0.084088,-0.033278,0.086913,0.042422,-0.533524,-0.54022,0.03251,0.012831,-0.251836,0.221488,-0.096292,-0.579159,1.1442,-0.192254,-0.011016,0.309796,0.505892,0.680387,-0.025722,-0.308223,0.170626,0.115481,0.306828,0.320051,0.406323,0.057692,-0.093796,0.70421,0.270231,0.487402,-0.526595,0.161541,2.995357,0.933685,0.428453,-0.070106,-0.090091,-0.040041,0.230226,0.676728,0.473943,-1.495222,0.05095,0.440457,-0.336773,-0.065859,0.484977,2.416283,-0.254076,1.05091,-0.280788,0.552657,-0.144118,-0.035917,0.10232,0.182714,0.024881,0.4614,1.18842,1.507422,0.277899,0.061601,-0.87789,-0.184982,0.267917,-0.40822,0.103191,-0.447469,-0.311335,-0.25484,-0.307377,0.17368,-0.107621,-0.178259,-0.280682,0.196259,0.193341,-0.670673,-0.311917,-0.117729,0.007061,0.135043,-0.306505,0.001954,0.605013,-0.354751,-0.39572,-0.344907,-0.256,-0.194999,-0.427404,-0.133229,0.479359,0.435164,0.883701,-0.390153,0.041545,-3.016307,-0.276804,0.884741,-0.10762,0.062953,0.17283,0.527218,0.061939,0.110269,-1.07043,1.809825,-0.476954,-0.005843,-0.334134,1.104726,2.136643,0.297876,-0.027226
0.204331,0.131999,0.859265,0.225849,0.657333,0.959575,-0.039997,-2.682307,-0.002234,-0.397138,-0.364047,-1.221607,-0.370601,-0.769708,-0.116632,-0.436603,0.071353,0.256988,0.264392,-0.50264,1.366677,0.884101,0.157656,-0.174739,-3.320173,-0.34686,-0.8365,0.163125,-0.579409,-1.454339,1.021102,-0.399516,0.316176,0.143012,-0.909228,-0.620163,0.878087,-0.016497,0.006462,-0.033869,0.196269,-0.376304,0.311578,-0.088835,0.016151,-0.383276,-0.949586,-0.582025,-0.018803,0.552685,0.301658,0.191331,-0.317207,-0.658752,1.404633,0.275283,-0.304917,-0.602196,-0.275612,-0.451839,-0.243716,5.394229,0.066277,0.829022,0.311737,0.356256,-0.518229,-0.411763,1.095438,-0.814842,2.352196,1.539979,0.647337,1.055778,1.21319,0.122867,0.897355,-2.155654,0.192471,-0.485925,0.159809,0.379371,0.468883,0.553173,-1.175316,-0.989755,-0.216054,-0.625283,0.578645,3.526844,0.373825,0.875642,0.638975,-0.205347,0.400346,0.490076,-0.043735,2.124039,1.345766,0.588499,-0.026287,-0.034434,0.143304,1.273301,0.758881,-0.001048,-1.265236,0.343093,0.520863,-0.517324,0.815622,0.975405,0.192612,-0.098015,1.087973,1.308869,0.097035,-0.433215,-0.422073,-0.119678,-1.473077,-0.626652,-0.306998,0.348821,-0.076461,-0.330169,-0.857587,1.331924,-0.693034,-0.009406,0.548865,-0.279917,0.529846,0.368366,0.020027,-0.679887,0.298229,0.471282,1.215446,-0.479901,0.712706,0.575875,0.619536,-0.282031,-0.123619,-0.415377,0.746105,-0.553446,0.44838,1.200081,-0.936301,-0.12342,-0.073605,0.071406,1.434091,-0.471909,-0.188022,-0.051832,-0.223935,0.073751,-0.274177,-0.124616,0.321256,0.510163,1.241823,-0.178393,0.049478,0.244932,-0.974081,0.110683,-0.735552,-0.607315,-0.711592,-1.882347,-1.001979,-0.280522,-0.180537,0.293279,0.394938,0.496594,-0.222775,-0.615892,0.483819,0.395529,0.771829,-0.457917,-0.025924,-0.370305,-0.25255,0.499354,0.214553,0.512807,-1.20668,0.178594,-0.233484,0.015868,1.262715,0.346268,0.001778,1.549738,1.662429,-0.528429,0.910449,-1.175216,-0.470406,-0.132665,-0.200621,0.790304,-0.479675,-0.596793,0.078732,1.108945,0.549235,1.025822
